"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
6607,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6608,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6609,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6610,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6611,"knobbed","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6612,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6613,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6614,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6615,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6616,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6617,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6618,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6619,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6620,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6621,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6622,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6623,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6624,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6625,"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6626,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6627,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6628,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6629,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6630,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6631,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6632,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6633,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6634,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6635,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6636,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6637,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6638,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6639,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6640,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6641,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6642,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6643,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6644,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6645,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6646,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6647,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6648,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
